passbook_number,farmer_name,mobile_number,village,mandal,district,survey_number,total_land_acres,latitude,longitude
PPB000709,Arjun Reddy,9429001851,Bachupally,Quthbullapur,Medchal,SY000709,2.82,17.545609,78.368257
PPB000710,Naresh Rao,9457230848,Nalgonda,Nalgonda,Nalgonda,SY000710,2.11,17.056498,79.259056
PPB000711,Suresh Goud,9620303662,Shamirpet,Shamirpet,Medchal,SY000711,4.18,17.590437,78.573434
PPB000712,Naveen Reddy,9721314519,Shadnagar,Shadnagar,Rangareddy,SY000712,4.0,17.06721,78.213494
PPB000713,Venkat Kumar,9922685926,Gachibowli,Serilingampally,Hyderabad,SY000713,2.35,17.443445,78.344931
PPB000714,Anil Reddy,9475410225,Shamirpet,Shamirpet,Medchal,SY000714,2.33,17.593634,78.570937
PPB000715,Naresh Reddy,9196421522,Nalgonda,Nalgonda,Nalgonda,SY000715,7.91,17.047052,79.266884
PPB000716,Mohan Sharma,9952366878,Nalgonda,Nalgonda,Nalgonda,SY000716,5.8,17.050649,79.273428
PPB000717,Suresh Varma,9689313503,Shadnagar,Shadnagar,Rangareddy,SY000717,9.95,17.060343,78.206167
PPB000718,Venkat Reddy,9055247286,Miyapur,Serilingampally,Hyderabad,SY000718,3.18,17.502556,78.348117
PPB000719,Suresh Rao,9606501917,Miyapur,Serilingampally,Hyderabad,SY000719,8.54,17.50341,78.347604
PPB000720,Ravi Reddy,9310962272,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000720,7.73,17.193971,78.56799
PPB000721,Mohan Patel,9704120092,Shadnagar,Shadnagar,Rangareddy,SY000721,5.53,17.060217,78.211654
PPB000722,Srikanth Yadav,9984362418,Nalgonda,Nalgonda,Nalgonda,SY000722,4.4,17.059021,79.271863
PPB000723,Prakash Kumar,9362891775,Shadnagar,Shadnagar,Rangareddy,SY000723,6.87,17.068102,78.202609
PPB000724,Arjun Patel,9634111595,Kondapur,Serilingampally,Hyderabad,SY000724,1.25,17.453644,78.356831
PPB000725,Mahesh Varma,9043830341,Gachibowli,Serilingampally,Hyderabad,SY000725,9.79,17.441396,78.350175
PPB000726,Ramesh Kumar,9514054683,Nalgonda,Nalgonda,Nalgonda,SY000726,3.83,17.047813,79.264117
PPB000727,Mohan Reddy,9568182096,Miyapur,Serilingampally,Hyderabad,SY000727,5.29,17.503376,78.347748
PPB000728,Ravi Verma,9113322889,Miyapur,Serilingampally,Hyderabad,SY000728,6.86,17.504605,78.353828
PPB000729,Anil Yadav,9596063399,Miyapur,Serilingampally,Hyderabad,SY000729,1.67,17.489048,78.359556
PPB000730,Suresh Kumar,9248171752,Nalgonda,Nalgonda,Nalgonda,SY000730,9.41,17.043229,79.262602
PPB000731,Anil Reddy,9127474721,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000731,9.75,17.189765,78.569269
PPB000732,Rajesh Sharma,9927589551,Shamirpet,Shamirpet,Medchal,SY000732,7.14,17.594819,78.560257
PPB000733,Prakash Kumar,9380214629,Kondapur,Serilingampally,Hyderabad,SY000733,4.59,17.44946,78.353764
PPB000734,Naveen Reddy,9577871121,Nalgonda,Nalgonda,Nalgonda,SY000734,9.26,17.05845,79.272364
PPB000735,Rajesh Patel,9155973714,Bachupally,Quthbullapur,Medchal,SY000735,5.09,17.546902,78.375971
PPB000736,Naveen Naidu,9590960567,Miyapur,Serilingampally,Hyderabad,SY000736,2.92,17.49023,78.347459
PPB000737,Kiran Yadav,9212146147,Shadnagar,Shadnagar,Rangareddy,SY000737,8.84,17.070496,78.208393
PPB000738,Ravi Kumar,9165423567,Shamirpet,Shamirpet,Medchal,SY000738,5.28,17.598477,78.558214
PPB000739,Anil Varma,9608931992,Shadnagar,Shadnagar,Rangareddy,SY000739,3.91,17.079727,78.213779
PPB000740,Ramesh Rao,9727516480,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000740,9.89,17.198866,78.579145
PPB000741,Naveen Varma,9103368296,Nalgonda,Nalgonda,Nalgonda,SY000741,2.95,17.044195,79.260823
PPB000742,Ramesh Patel,9504481776,Kodad,Kodad,Suryapet,SY000742,4.69,16.995044,79.965849
PPB000743,Arjun Patel,9127652892,Suryapet,Suryapet,Suryapet,SY000743,5.88,17.137631,79.626902
PPB000744,Naveen Yadav,9911110961,Shadnagar,Shadnagar,Rangareddy,SY000744,5.47,17.075035,78.213545
PPB000745,Naveen Verma,9890463378,Gachibowli,Serilingampally,Hyderabad,SY000745,4.43,17.434011,78.348291
PPB000746,Anil Verma,9660538444,Gachibowli,Serilingampally,Hyderabad,SY000746,3.77,17.448153,78.357087
PPB000747,Ramesh Sharma,9000258955,Bachupally,Quthbullapur,Medchal,SY000747,2.53,17.547444,78.3656
PPB000748,Rajesh Naidu,9960962626,Suryapet,Suryapet,Suryapet,SY000748,9.14,17.140346,79.618748
PPB000749,Mohan Rao,9819648253,Gachibowli,Serilingampally,Hyderabad,SY000749,1.84,17.430613,78.339131
PPB000750,Ravi Kumar,9981960275,Kodad,Kodad,Suryapet,SY000750,2.68,17.00105,79.959435
PPB000751,Srikanth Naidu,9640412091,Bachupally,Quthbullapur,Medchal,SY000751,2.0,17.554544,78.359454
PPB000752,Kiran Yadav,9211753617,Miyapur,Serilingampally,Hyderabad,SY000752,8.16,17.494275,78.35673
PPB000753,Mahesh Sharma,9657224029,Gachibowli,Serilingampally,Hyderabad,SY000753,6.68,17.447196,78.341244
PPB000754,Anil Verma,9998028413,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000754,6.45,17.190719,78.57236
PPB000755,Mahesh Patel,9130523124,Miyapur,Serilingampally,Hyderabad,SY000755,3.46,17.489985,78.348839
PPB000756,Naveen Yadav,9776863423,Suryapet,Suryapet,Suryapet,SY000756,7.18,17.147746,79.615622
PPB000757,Suresh Varma,9942376769,Shadnagar,Shadnagar,Rangareddy,SY000757,7.72,17.076318,78.207458
PPB000758,Rajesh Sharma,9395517208,Kodad,Kodad,Suryapet,SY000758,3.28,16.996196,79.967078
PPB000759,Anil Sharma,9012562531,Suryapet,Suryapet,Suryapet,SY000759,2.94,17.137433,79.612901
PPB000760,Suresh Kumar,9505379538,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000760,1.6,17.185672,78.566244
PPB000761,Suresh Goud,9491966553,Bachupally,Quthbullapur,Medchal,SY000761,2.77,17.552055,78.366973
PPB000762,Rajesh Reddy,9172959639,Shamirpet,Shamirpet,Medchal,SY000762,1.19,17.585057,78.570666
PPB000763,Ramesh Verma,9426088050,Kodad,Kodad,Suryapet,SY000763,1.63,16.989902,79.97105
PPB000764,Kiran Patel,9561857906,Shamirpet,Shamirpet,Medchal,SY000764,3.69,17.604379,78.564867
PPB000765,Naresh Patel,9910300215,Gachibowli,Serilingampally,Hyderabad,SY000765,8.75,17.444585,78.343427
PPB000766,Mahesh Patel,9800401041,Gachibowli,Serilingampally,Hyderabad,SY000766,3.37,17.443858,78.354733
PPB000767,Kiran Rao,9297125296,Shadnagar,Shadnagar,Rangareddy,SY000767,6.73,17.073365,78.205435
PPB000768,Prakash Verma,9745731441,Bachupally,Quthbullapur,Medchal,SY000768,4.18,17.552711,78.361848
PPB000769,Mohan Reddy,9170303763,Bachupally,Quthbullapur,Medchal,SY000769,5.39,17.542809,78.37328
PPB000770,Srikanth Patel,9472812356,Suryapet,Suryapet,Suryapet,SY000770,9.78,17.147357,79.620269
PPB000771,Mahesh Reddy,9462491271,Shadnagar,Shadnagar,Rangareddy,SY000771,7.71,17.064811,78.212882
PPB000772,Kiran Kumar,9787541815,Miyapur,Serilingampally,Hyderabad,SY000772,4.88,17.489012,78.357044
PPB000773,Anil Kumar,9745106634,Suryapet,Suryapet,Suryapet,SY000773,2.71,17.133533,79.615519
PPB000774,Vijay Goud,9610313100,Kodad,Kodad,Suryapet,SY000774,6.18,16.992775,79.965643
PPB000775,Mahesh Varma,9666134732,Shamirpet,Shamirpet,Medchal,SY000775,8.07,17.591653,78.56076
PPB000776,Kiran Kumar,9128974325,Kodad,Kodad,Suryapet,SY000776,7.13,16.991333,79.961643
PPB000777,Ravi Kumar,9765024120,Nalgonda,Nalgonda,Nalgonda,SY000777,6.35,17.059391,79.268663
PPB000778,Naresh Naidu,9710094388,Nalgonda,Nalgonda,Nalgonda,SY000778,2.51,17.042932,79.258878
PPB000779,Arjun Patel,9775847457,Shamirpet,Shamirpet,Medchal,SY000779,1.12,17.591753,78.569203
PPB000780,Arjun Varma,9714802632,Suryapet,Suryapet,Suryapet,SY000780,4.21,17.130618,79.621552
PPB000781,Anil Naidu,9136148782,Shadnagar,Shadnagar,Rangareddy,SY000781,3.39,17.073581,78.21276
PPB000782,Prakash Sharma,9443098591,Shadnagar,Shadnagar,Rangareddy,SY000782,4.9,17.069101,78.214363
PPB000783,Kiran Reddy,9072728498,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000783,6.98,17.186073,78.567765
PPB000784,Ramesh Verma,9034910740,Shamirpet,Shamirpet,Medchal,SY000784,4.87,17.597905,78.555013
PPB000785,Ravi Patel,9488214236,Shamirpet,Shamirpet,Medchal,SY000785,6.27,17.586314,78.559377
PPB000786,Venkat Patel,9366614494,Nalgonda,Nalgonda,Nalgonda,SY000786,2.56,17.048716,79.274519
PPB000787,Ravi Naidu,9426834414,Kodad,Kodad,Suryapet,SY000787,6.1,17.000566,79.965917
PPB000788,Arjun Sharma,9128758575,Shadnagar,Shadnagar,Rangareddy,SY000788,4.85,17.06841,78.203205
PPB000789,Venkat Goud,9061294398,Kondapur,Serilingampally,Hyderabad,SY000789,4.36,17.460418,78.363998
PPB000790,Ramesh Sharma,9260787010,Shamirpet,Shamirpet,Medchal,SY000790,3.43,17.604423,78.557141
PPB000791,Suresh Yadav,9975019803,Kodad,Kodad,Suryapet,SY000791,5.65,16.999241,79.974346
PPB000792,Mahesh Rao,9440793110,Miyapur,Serilingampally,Hyderabad,SY000792,2.38,17.503598,78.357396
PPB000793,Mahesh Reddy,9708760146,Bachupally,Quthbullapur,Medchal,SY000793,5.35,17.539681,78.361699
PPB000794,Kiran Varma,9791620223,Suryapet,Suryapet,Suryapet,SY000794,2.54,17.144833,79.620934
PPB000795,Vijay Yadav,9419754661,Nalgonda,Nalgonda,Nalgonda,SY000795,5.18,17.05627,79.259963
PPB000796,Vijay Reddy,9960940970,Shamirpet,Shamirpet,Medchal,SY000796,9.17,17.591795,78.557786
PPB000797,Kiran Kumar,9258835868,Nalgonda,Nalgonda,Nalgonda,SY000797,1.56,17.053118,79.264037
PPB000798,Anil Verma,9244617679,Kodad,Kodad,Suryapet,SY000798,6.93,16.999521,79.973548
PPB000799,Kiran Rao,9599599610,Suryapet,Suryapet,Suryapet,SY000799,1.27,17.144658,79.614634
PPB000800,Vijay Verma,9533126610,Gachibowli,Serilingampally,Hyderabad,SY000800,6.51,17.432389,78.355836
PPB000801,Vijay Patel,9902517629,Gachibowli,Serilingampally,Hyderabad,SY000801,6.01,17.434014,78.348722
PPB000802,Mahesh Naidu,9268319013,Shamirpet,Shamirpet,Medchal,SY000802,1.3,17.587511,78.555105
PPB000803,Prakash Goud,9152873397,Shadnagar,Shadnagar,Rangareddy,SY000803,5.51,17.06713,78.212995
PPB000804,Arjun Reddy,9766191284,Miyapur,Serilingampally,Hyderabad,SY000804,1.91,17.495974,78.34803
PPB000805,Anil Kumar,9344651241,Suryapet,Suryapet,Suryapet,SY000805,5.81,17.134828,79.620355
PPB000806,Srikanth Yadav,9690819740,Kodad,Kodad,Suryapet,SY000806,1.29,16.996428,79.95901
PPB000807,Ravi Naidu,9850371990,Kondapur,Serilingampally,Hyderabad,SY000807,4.11,17.449415,78.354325
PPB000808,Venkat Reddy,9872401078,Kodad,Kodad,Suryapet,SY000808,3.03,16.995005,79.964552
PPB000809,Ramesh Kumar,9038960870,Bachupally,Quthbullapur,Medchal,SY000809,4.48,17.543545,78.359505
PPB000810,Srikanth Rao,9171955356,Shadnagar,Shadnagar,Rangareddy,SY000810,9.26,17.064763,78.19684
PPB000811,Mahesh Sharma,9890030102,Kondapur,Serilingampally,Hyderabad,SY000811,4.95,17.453652,78.352283
PPB000812,Naveen Naidu,9429671114,Kodad,Kodad,Suryapet,SY000812,9.45,16.992117,79.969105
PPB000813,Venkat Naidu,9745843845,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000813,7.28,17.190069,78.56308
PPB000814,Mohan Varma,9741328348,Shadnagar,Shadnagar,Rangareddy,SY000814,2.9,17.067448,78.211328
PPB000815,Ramesh Naidu,9771070449,Miyapur,Serilingampally,Hyderabad,SY000815,4.46,17.502544,78.34869
PPB000816,Naresh Varma,9670667033,Shamirpet,Shamirpet,Medchal,SY000816,4.41,17.597899,78.56565
PPB000817,Ramesh Goud,9509549305,Shamirpet,Shamirpet,Medchal,SY000817,7.53,17.597131,78.572315
PPB000818,Arjun Reddy,9864876998,Kondapur,Serilingampally,Hyderabad,SY000818,3.34,17.467206,78.355347
PPB000819,Ravi Kumar,9441384596,Bachupally,Quthbullapur,Medchal,SY000819,1.35,17.541485,78.362375
PPB000820,Arjun Varma,9014954277,Shamirpet,Shamirpet,Medchal,SY000820,1.16,17.584877,78.55574
PPB000821,Vijay Goud,9360914985,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000821,9.58,17.188809,78.56716
PPB000822,Kiran Verma,9232290310,Shamirpet,Shamirpet,Medchal,SY000822,2.66,17.594834,78.563806
PPB000823,Ramesh Goud,9304405809,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000823,3.11,17.182183,78.572139
PPB000824,Srikanth Reddy,9335956164,Gachibowli,Serilingampally,Hyderabad,SY000824,2.29,17.436631,78.354663
PPB000825,Rajesh Patel,9749025042,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000825,9.21,17.180511,78.574181
PPB000826,Srikanth Goud,9953690261,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000826,9.6,17.199173,78.581846
PPB000827,Srikanth Varma,9868180978,Kodad,Kodad,Suryapet,SY000827,5.68,16.994339,79.9589
PPB000828,Kiran Naidu,9535375137,Kodad,Kodad,Suryapet,SY000828,7.6,17.005605,79.962238
PPB000829,Srikanth Goud,9157937639,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000829,8.45,17.199735,78.580514
PPB000830,Arjun Sharma,9929445511,Bachupally,Quthbullapur,Medchal,SY000830,4.68,17.546101,78.359968
PPB000831,Naveen Naidu,9270216487,Nalgonda,Nalgonda,Nalgonda,SY000831,7.69,17.042528,79.257682
PPB000832,Ramesh Rao,9128866526,Shadnagar,Shadnagar,Rangareddy,SY000832,7.27,17.064829,78.200868
PPB000833,Venkat Patel,9999101576,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000833,6.68,17.194814,78.570714
PPB000834,Mohan Rao,9298120995,Nalgonda,Nalgonda,Nalgonda,SY000834,7.07,17.049071,79.263409
PPB000835,Srikanth Varma,9413475098,Miyapur,Serilingampally,Hyderabad,SY000835,9.08,17.497597,78.363881
PPB000836,Kiran Patel,9652203684,Shadnagar,Shadnagar,Rangareddy,SY000836,6.18,17.07231,78.196989
PPB000837,Ravi Reddy,9447732449,Shamirpet,Shamirpet,Medchal,SY000837,7.78,17.60319,78.568329
PPB000838,Suresh Naidu,9882090883,Miyapur,Serilingampally,Hyderabad,SY000838,1.06,17.50265,78.347516
PPB000839,Kiran Varma,9678274117,Bachupally,Quthbullapur,Medchal,SY000839,9.0,17.545865,78.358737
PPB000840,Kiran Reddy,9513152854,Miyapur,Serilingampally,Hyderabad,SY000840,5.08,17.50071,78.360442
PPB000841,Mohan Patel,9061853800,Gachibowli,Serilingampally,Hyderabad,SY000841,3.21,17.441827,78.356342
PPB000842,Naveen Naidu,9472727423,Bachupally,Quthbullapur,Medchal,SY000842,6.71,17.537774,78.367326
PPB000843,Ramesh Sharma,9178932064,Bachupally,Quthbullapur,Medchal,SY000843,6.52,17.548621,78.361694
PPB000844,Vijay Goud,9243477695,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000844,5.89,17.185908,78.566379
PPB000845,Rajesh Verma,9536127515,Shamirpet,Shamirpet,Medchal,SY000845,7.27,17.598796,78.570474
PPB000846,Naresh Verma,9963044836,Nalgonda,Nalgonda,Nalgonda,SY000846,1.55,17.055436,79.262232
PPB000847,Rajesh Sharma,9766404735,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000847,6.73,17.180913,78.570953
PPB000848,Prakash Rao,9831995298,Bachupally,Quthbullapur,Medchal,SY000848,1.18,17.550445,78.373048
PPB000849,Arjun Patel,9581083583,Gachibowli,Serilingampally,Hyderabad,SY000849,9.87,17.446863,78.346811
PPB000850,Kiran Rao,9556383000,Bachupally,Quthbullapur,Medchal,SY000850,7.8,17.546531,78.36703
PPB000851,Ramesh Rao,9440330416,Nalgonda,Nalgonda,Nalgonda,SY000851,6.9,17.042624,79.271811
PPB000852,Naresh Reddy,9118600892,Shamirpet,Shamirpet,Medchal,SY000852,1.86,17.596464,78.562822
PPB000853,Naresh Yadav,9568044731,Kodad,Kodad,Suryapet,SY000853,3.38,17.001121,79.964428
PPB000854,Rajesh Reddy,9368474883,Shamirpet,Shamirpet,Medchal,SY000854,4.44,17.604563,78.569551
PPB000855,Arjun Goud,9173906375,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000855,5.29,17.182179,78.568212
PPB000856,Arjun Reddy,9182379312,Miyapur,Serilingampally,Hyderabad,SY000856,4.63,17.502761,78.357468
PPB000857,Arjun Naidu,9074645205,Kodad,Kodad,Suryapet,SY000857,7.2,16.999975,79.972429
PPB000858,Mohan Naidu,9878753577,Shamirpet,Shamirpet,Medchal,SY000858,5.63,17.601873,78.574855
PPB000859,Venkat Reddy,9616202812,Gachibowli,Serilingampally,Hyderabad,SY000859,2.78,17.447495,78.341173
PPB000860,Vijay Rao,9872866041,Shadnagar,Shadnagar,Rangareddy,SY000860,4.92,17.065884,78.213439
PPB000861,Srikanth Patel,9959224839,Shamirpet,Shamirpet,Medchal,SY000861,9.57,17.592125,78.56709
PPB000862,Vijay Naidu,9522870562,Nalgonda,Nalgonda,Nalgonda,SY000862,2.35,17.041341,79.27654
PPB000863,Mohan Naidu,9318751097,Shamirpet,Shamirpet,Medchal,SY000863,6.35,17.586035,78.567727
PPB000864,Anil Kumar,9344694596,Bachupally,Quthbullapur,Medchal,SY000864,9.41,17.547222,78.369832
PPB000865,Suresh Varma,9213424912,Bachupally,Quthbullapur,Medchal,SY000865,8.17,17.547746,78.372321
PPB000866,Prakash Varma,9949732033,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000866,1.82,17.196067,78.56493
PPB000867,Vijay Kumar,9510287675,Miyapur,Serilingampally,Hyderabad,SY000867,3.72,17.5012,78.351815
PPB000868,Rajesh Sharma,9754858193,Shadnagar,Shadnagar,Rangareddy,SY000868,9.6,17.07891,78.211672
PPB000869,Naresh Sharma,9877418652,Miyapur,Serilingampally,Hyderabad,SY000869,1.23,17.493314,78.356322
PPB000870,Mohan Sharma,9398365203,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000870,4.98,17.19052,78.562112
PPB000871,Anil Reddy,9548094047,Shamirpet,Shamirpet,Medchal,SY000871,4.58,17.604615,78.569085
PPB000872,Naveen Kumar,9907977278,Shamirpet,Shamirpet,Medchal,SY000872,8.27,17.585464,78.555577
PPB000873,Mohan Rao,9216107051,Miyapur,Serilingampally,Hyderabad,SY000873,8.72,17.49155,78.364052
PPB000874,Mohan Kumar,9552958066,Kodad,Kodad,Suryapet,SY000874,8.54,17.001393,79.956299
PPB000875,Ravi Yadav,9127049386,Suryapet,Suryapet,Suryapet,SY000875,2.56,17.144937,79.626757
PPB000876,Kiran Yadav,9851579197,Kondapur,Serilingampally,Hyderabad,SY000876,1.79,17.46636,78.34965
PPB000877,Ravi Patel,9902035713,Gachibowli,Serilingampally,Hyderabad,SY000877,3.77,17.443718,78.357753
PPB000878,Mohan Rao,9406424295,Bachupally,Quthbullapur,Medchal,SY000878,4.73,17.552706,78.362456
PPB000879,Ravi Yadav,9474175955,Bachupally,Quthbullapur,Medchal,SY000879,7.95,17.546461,78.37359
PPB000880,Ramesh Varma,9628936543,Miyapur,Serilingampally,Hyderabad,SY000880,4.08,17.50537,78.358032
PPB000881,Suresh Goud,9343740182,Shamirpet,Shamirpet,Medchal,SY000881,5.28,17.594045,78.56146
PPB000882,Rajesh Varma,9051502675,Kodad,Kodad,Suryapet,SY000882,4.03,17.00606,79.958742
PPB000883,Kiran Rao,9782079799,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000883,7.25,17.194619,78.571471
PPB000884,Kiran Patel,9957640381,Bachupally,Quthbullapur,Medchal,SY000884,4.79,17.551481,78.37608
PPB000885,Prakash Kumar,9282498392,Shadnagar,Shadnagar,Rangareddy,SY000885,2.17,17.066663,78.214198
PPB000886,Kiran Rao,9576270232,Gachibowli,Serilingampally,Hyderabad,SY000886,3.71,17.431708,78.343624
PPB000887,Rajesh Reddy,9328507251,Bachupally,Quthbullapur,Medchal,SY000887,5.24,17.549736,78.370976
PPB000888,Naveen Sharma,9731625265,Nalgonda,Nalgonda,Nalgonda,SY000888,9.08,17.056396,79.271607
PPB000889,Prakash Sharma,9815790392,Shadnagar,Shadnagar,Rangareddy,SY000889,7.91,17.067383,78.201797
PPB000890,Prakash Varma,9613273034,Kondapur,Serilingampally,Hyderabad,SY000890,4.92,17.454792,78.359081
PPB000891,Ravi Yadav,9467046226,Shadnagar,Shadnagar,Rangareddy,SY000891,7.14,17.076685,78.204298
PPB000892,Anil Reddy,9602529867,Gachibowli,Serilingampally,Hyderabad,SY000892,1.1,17.443176,78.352304
PPB000893,Arjun Kumar,9464197857,Shadnagar,Shadnagar,Rangareddy,SY000893,7.41,17.076883,78.214435
PPB000894,Arjun Rao,9686120594,Gachibowli,Serilingampally,Hyderabad,SY000894,2.78,17.446357,78.353453
PPB000895,Rajesh Kumar,9740177509,Nalgonda,Nalgonda,Nalgonda,SY000895,7.18,17.045047,79.263749
PPB000896,Arjun Kumar,9842456075,Shamirpet,Shamirpet,Medchal,SY000896,3.68,17.585412,78.557234
PPB000897,Srikanth Sharma,9321812276,Kondapur,Serilingampally,Hyderabad,SY000897,9.03,17.454908,78.355161
PPB000898,Mahesh Goud,9970155029,Kodad,Kodad,Suryapet,SY000898,9.79,17.000756,79.972641
PPB000899,Srikanth Reddy,9546602416,Shadnagar,Shadnagar,Rangareddy,SY000899,9.69,17.075873,78.206418
PPB000900,Prakash Goud,9830597364,Shamirpet,Shamirpet,Medchal,SY000900,7.72,17.600266,78.560537
PPB000901,Prakash Sharma,9244063062,Kondapur,Serilingampally,Hyderabad,SY000901,3.47,17.457249,78.361805
PPB000902,Suresh Naidu,9305319497,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000902,6.29,17.192695,78.568575
PPB000903,Vijay Goud,9055557277,Shadnagar,Shadnagar,Rangareddy,SY000903,2.9,17.073955,78.20846
PPB000904,Rajesh Kumar,9917851385,Shamirpet,Shamirpet,Medchal,SY000904,3.74,17.599717,78.56403
PPB000905,Ramesh Rao,9992959660,Nalgonda,Nalgonda,Nalgonda,SY000905,7.76,17.045678,79.271881
PPB000906,Rajesh Goud,9269116331,Bachupally,Quthbullapur,Medchal,SY000906,6.14,17.539572,78.360182
PPB000907,Srikanth Sharma,9536945515,Shadnagar,Shadnagar,Rangareddy,SY000907,5.52,17.07065,78.199502
PPB000908,Vijay Verma,9472264085,Shadnagar,Shadnagar,Rangareddy,SY000908,7.87,17.073124,78.208667
PPB000909,Rajesh Varma,9666309329,Gachibowli,Serilingampally,Hyderabad,SY000909,6.58,17.450078,78.350891
PPB000910,Ramesh Patel,9932971509,Shadnagar,Shadnagar,Rangareddy,SY000910,8.95,17.073082,78.206041
PPB000911,Naresh Rao,9753273524,Bachupally,Quthbullapur,Medchal,SY000911,1.58,17.536618,78.368552
PPB000912,Mahesh Varma,9732781952,Nalgonda,Nalgonda,Nalgonda,SY000912,3.2,17.054441,79.258397
PPB000913,Naveen Sharma,9876164819,Kondapur,Serilingampally,Hyderabad,SY000913,6.82,17.458683,78.346474
PPB000914,Naresh Kumar,9460568761,Nalgonda,Nalgonda,Nalgonda,SY000914,1.93,17.056941,79.272159
PPB000915,Arjun Reddy,9256523734,Kodad,Kodad,Suryapet,SY000915,1.87,17.000841,79.956481
PPB000916,Arjun Naidu,9454757494,Nalgonda,Nalgonda,Nalgonda,SY000916,6.35,17.055226,79.25996
PPB000917,Ramesh Naidu,9595442947,Shamirpet,Shamirpet,Medchal,SY000917,7.42,17.598166,78.558089
PPB000918,Ravi Varma,9464303942,Miyapur,Serilingampally,Hyderabad,SY000918,6.26,17.491188,78.361423
PPB000919,Rajesh Verma,9925298585,Suryapet,Suryapet,Suryapet,SY000919,4.4,17.148522,79.622968
PPB000920,Vijay Rao,9760153433,Suryapet,Suryapet,Suryapet,SY000920,2.35,17.142173,79.624575
PPB000921,Naveen Naidu,9577908335,Gachibowli,Serilingampally,Hyderabad,SY000921,6.98,17.43807,78.340877
PPB000922,Srikanth Reddy,9488810798,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000922,3.23,17.185121,78.576789
PPB000923,Mahesh Verma,9209484131,Bachupally,Quthbullapur,Medchal,SY000923,9.16,17.538651,78.363055
PPB000924,Mahesh Naidu,9997718051,Bachupally,Quthbullapur,Medchal,SY000924,2.77,17.538328,78.358668
PPB000925,Suresh Goud,9939749096,Bachupally,Quthbullapur,Medchal,SY000925,8.75,17.53823,78.37473
PPB000926,Prakash Varma,9704694725,Bachupally,Quthbullapur,Medchal,SY000926,5.57,17.546284,78.376029
PPB000927,Kiran Goud,9354884712,Shamirpet,Shamirpet,Medchal,SY000927,5.39,17.591084,78.574487
PPB000928,Vijay Rao,9216417582,Nalgonda,Nalgonda,Nalgonda,SY000928,2.74,17.042174,79.261636
PPB000929,Srikanth Yadav,9587149392,Shamirpet,Shamirpet,Medchal,SY000929,3.91,17.588538,78.562925
PPB000930,Naresh Rao,9925879643,Miyapur,Serilingampally,Hyderabad,SY000930,9.4,17.49544,78.364125
PPB000931,Anil Rao,9455574696,Shamirpet,Shamirpet,Medchal,SY000931,7.86,17.584813,78.5738
PPB000932,Rajesh Patel,9274033445,Kondapur,Serilingampally,Hyderabad,SY000932,1.21,17.45655,78.353648
PPB000933,Srikanth Naidu,9398741132,Suryapet,Suryapet,Suryapet,SY000933,3.93,17.139594,79.624425
PPB000934,Ramesh Sharma,9734996010,Nalgonda,Nalgonda,Nalgonda,SY000934,6.76,17.045521,79.264389
PPB000935,Suresh Verma,9215622949,Shamirpet,Shamirpet,Medchal,SY000935,2.8,17.58646,78.559905
PPB000936,Srikanth Yadav,9884021557,Kodad,Kodad,Suryapet,SY000936,7.73,16.992296,79.961425
PPB000937,Vijay Patel,9534490216,Bachupally,Quthbullapur,Medchal,SY000937,4.85,17.552121,78.372962
PPB000938,Ramesh Goud,9509608587,Suryapet,Suryapet,Suryapet,SY000938,3.54,17.136675,79.611342
PPB000939,Prakash Reddy,9818281979,Gachibowli,Serilingampally,Hyderabad,SY000939,6.85,17.433918,78.340362
PPB000940,Naresh Yadav,9772512957,Shadnagar,Shadnagar,Rangareddy,SY000940,5.75,17.073852,78.211404
PPB000941,Venkat Kumar,9694096003,Shadnagar,Shadnagar,Rangareddy,SY000941,3.9,17.06301,78.212111
PPB000942,Naveen Patel,9873959232,Kodad,Kodad,Suryapet,SY000942,2.86,16.991632,79.955524
PPB000943,Naresh Kumar,9285155333,Kodad,Kodad,Suryapet,SY000943,3.73,16.996486,79.960422
PPB000944,Arjun Patel,9027160736,Bachupally,Quthbullapur,Medchal,SY000944,1.44,17.544771,78.360973
